reporterid,measureid,numerator,denominator,iso_week,iso_year,month,quarter,year,issuppressed,notes
21005,anx_score,,,1-36,1-2022,,,,,
21005,anx_score,,,1-37,1-2022,,,,,
21005,anx_score,,,1-38,1-2022,,,,,
21005,anx_score,,,1-39,1-2022,,,,,
21005,anx_score,,,1-40,1-2022,,,,,
21005,anx_score,,,1-41,1-2022,,,,,
21005,anx_score,,,1-42,1-2022,,,,,
21005,anx_score,,,1-43,1-2022,,,,,
21005,anx_score,,,1-44,1-2022,,,,,
21005,anx_score,,,1-45,1-2022,,,,,
21005,anx_score,,,1-46,1-2022,,,,,
21005,anx_score,,,1-47,1-2022,,,,,
21005,anx_score,,,1-48,1-2022,,,,,
21005,anx_score,,,1-49,1-2022,,,,,
21005,anx_score,,,1-52,1-2021,,,,,
21007,anx_score,,,1-01,1-2022,,,,,
21007,anx_score,,,1-02,1-2022,,,,,
21007,anx_score,,,1-03,1-2022,,,,,
21007,anx_score,,,1-04,1-2022,,,,,
21007,anx_score,,,1-05,1-2022,,,,,
21007,anx_score,,,1-06,1-2022,,,,,
21007,anx_score,,,1-07,1-2022,,,,,
21007,anx_score,,,1-08,1-2022,,,,,
21007,anx_score,,,1-09,1-2022,,,,,
21007,anx_score,,,1-10,1-2022,,,,,
21007,anx_score,,,1-11,1-2022,,,,,
21007,anx_score,,,1-12,1-2022,,,,,
21007,anx_score,,,1-13,1-2022,,,,,
21007,anx_score,,,1-14,1-2022,,,,,
21007,anx_score,,,1-15,1-2022,,,,,
21007,anx_score,,,1-16,1-2022,,,,,
21007,anx_score,,,1-17,1-2022,,,,,
21007,anx_score,,,1-21,1-2022,,,,,
21007,anx_score,,,1-28,1-2022,,,,,
21007,anx_score,,,1-40,1-2022,,,,,
21007,anx_score,,,1-47,1-2022,,,,,
21007,anx_score,,,1-49,1-2022,,,,,
21007,anx_score,,,1-52,1-2021,,,,,
21009,anx_score,,,1-01,1-2022,,,,,
21009,anx_score,,,1-02,1-2022,,,,,
21009,anx_score,,,1-03,1-2022,,,,,
21009,anx_score,,,1-04,1-2022,,,,,
21009,anx_score,,,1-05,1-2022,,,,,
21009,anx_score,,,1-06,1-2022,,,,,
21009,anx_score,,,1-07,1-2022,,,,,
21009,anx_score,,,1-08,1-2022,,,,,
21009,anx_score,,,1-09,1-2022,,,,,
21009,anx_score,,,1-10,1-2022,,,,,
21009,anx_score,,,1-11,1-2022,,,,,
21009,anx_score,,,1-12,1-2022,,,,,
21009,anx_score,,,1-13,1-2022,,,,,
21009,anx_score,,,1-14,1-2022,,,,,
21009,anx_score,,,1-15,1-2022,,,,,
21009,anx_score,2.546581167673237,1.0,1-16,1-2022,,,,,
21009,anx_score,,,1-17,1-2022,,,,,
21009,anx_score,,,1-18,1-2022,,,,,
21009,anx_score,,,1-19,1-2022,,,,,
21009,anx_score,,,1-20,1-2022,,,,,
21009,anx_score,,,1-21,1-2022,,,,,
21009,anx_score,,,1-22,1-2022,,,,,
21009,anx_score,,,1-23,1-2022,,,,,
21009,anx_score,,,1-24,1-2022,,,,,
21009,anx_score,,,1-25,1-2022,,,,,
21009,anx_score,,,1-26,1-2022,,,,,
21009,anx_score,,,1-27,1-2022,,,,,
21009,anx_score,,,1-28,1-2022,,,,,
21009,anx_score,,,1-29,1-2022,,,,,
21009,anx_score,,,1-30,1-2022,,,,,
21009,anx_score,,,1-31,1-2022,,,,,
21009,anx_score,,,1-32,1-2022,,,,,
21009,anx_score,,,1-33,1-2022,,,,,
21009,anx_score,,,1-34,1-2022,,,,,
21009,anx_score,,,1-35,1-2022,,,,,
21009,anx_score,,,1-36,1-2022,,,,,
21009,anx_score,,,1-37,1-2022,,,,,
21009,anx_score,,,1-38,1-2022,,,,,
21009,anx_score,,,1-39,1-2022,,,,,
21009,anx_score,,,1-40,1-2022,,,,,
21009,anx_score,,,1-41,1-2022,,,,,
21009,anx_score,,,1-42,1-2022,,,,,
21009,anx_score,,,1-43,1-2022,,,,,
21009,anx_score,,,1-44,1-2022,,,,,
21009,anx_score,,,1-45,1-2022,,,,,
21009,anx_score,,,1-46,1-2022,,,,,
21009,anx_score,,,1-47,1-2022,,,,,
21009,anx_score,,,1-48,1-2022,,,,,
21009,anx_score,,,1-49,1-2022,,,,,
21009,anx_score,,,1-52,1-2021,,,,,
21011,anx_score,,,1-01,1-2022,,,,,
21011,anx_score,,,1-02,1-2022,,,,,
21011,anx_score,,,1-03,1-2022,,,,,
21011,anx_score,,,1-04,1-2022,,,,,
21011,anx_score,,,1-05,1-2022,,,,,
21011,anx_score,,,1-06,1-2022,,,,,
21011,anx_score,,,1-07,1-2022,,,,,
21011,anx_score,,,1-08,1-2022,,,,,
21011,anx_score,,,1-09,1-2022,,,,,
21011,anx_score,,,1-10,1-2022,,,,,
21011,anx_score,,,1-11,1-2022,,,,,
21011,anx_score,,,1-12,1-2022,,,,,
21011,anx_score,,,1-13,1-2022,,,,,
21011,anx_score,,,1-14,1-2022,,,,,
21011,anx_score,,,1-15,1-2022,,,,,
21011,anx_score,,,1-16,1-2022,,,,,
21011,anx_score,,,1-17,1-2022,,,,,
21011,anx_score,,,1-18,1-2022,,,,,
21011,anx_score,,,1-19,1-2022,,,,,
21011,anx_score,,,1-20,1-2022,,,,,
21011,anx_score,,,1-21,1-2022,,,,,
21011,anx_score,,,1-22,1-2022,,,,,
21011,anx_score,,,1-23,1-2022,,,,,
21011,anx_score,,,1-24,1-2022,,,,,
21011,anx_score,,,1-25,1-2022,,,,,
21011,anx_score,,,1-26,1-2022,,,,,
21011,anx_score,,,1-27,1-2022,,,,,
21011,anx_score,,,1-28,1-2022,,,,,
21011,anx_score,,,1-29,1-2022,,,,,
21011,anx_score,,,1-30,1-2022,,,,,
21011,anx_score,,,1-31,1-2022,,,,,
21011,anx_score,,,1-32,1-2022,,,,,
21011,anx_score,,,1-33,1-2022,,,,,
21011,anx_score,,,1-34,1-2022,,,,,
21011,anx_score,,,1-35,1-2022,,,,,
21011,anx_score,,,1-36,1-2022,,,,,
21011,anx_score,,,1-37,1-2022,,,,,
21011,anx_score,,,1-38,1-2022,,,,,
21011,anx_score,,,1-39,1-2022,,,,,
21011,anx_score,,,1-40,1-2022,,,,,
21011,anx_score,,,1-41,1-2022,,,,,
21011,anx_score,,,1-42,1-2022,,,,,
21011,anx_score,,,1-52,1-2021,,,,,
21013,anx_score,,,1-01,1-2022,,,,,
21013,anx_score,,,1-02,1-2022,,,,,
21013,anx_score,,,1-03,1-2022,,,,,
21013,anx_score,,,1-04,1-2022,,,,,
21013,anx_score,,,1-05,1-2022,,,,,
21013,anx_score,,,1-06,1-2022,,,,,
21013,anx_score,,,1-07,1-2022,,,,,
21013,anx_score,,,1-08,1-2022,,,,,
21013,anx_score,,,1-09,1-2022,,,,,
21013,anx_score,,,1-10,1-2022,,,,,
21013,anx_score,,,1-11,1-2022,,,,,
21013,anx_score,,,1-12,1-2022,,,,,
21013,anx_score,,,1-13,1-2022,,,,,
21013,anx_score,,,1-14,1-2022,,,,,
21013,anx_score,,,1-15,1-2022,,,,,
21013,anx_score,,,1-16,1-2022,,,,,
21013,anx_score,,,1-17,1-2022,,,,,
21013,anx_score,,,1-18,1-2022,,,,,
21013,anx_score,,,1-19,1-2022,,,,,
21013,anx_score,,,1-20,1-2022,,,,,
21013,anx_score,,,1-21,1-2022,,,,,
21013,anx_score,,,1-22,1-2022,,,,,
21013,anx_score,,,1-23,1-2022,,,,,
21013,anx_score,,,1-24,1-2022,,,,,
21013,anx_score,,,1-25,1-2022,,,,,
21013,anx_score,,,1-26,1-2022,,,,,
21013,anx_score,,,1-27,1-2022,,,,,
21013,anx_score,,,1-28,1-2022,,,,,
21013,anx_score,,,1-29,1-2022,,,,,
21013,anx_score,,,1-30,1-2022,,,,,
21013,anx_score,,,1-31,1-2022,,,,,
21013,anx_score,,,1-32,1-2022,,,,,
21013,anx_score,,,1-33,1-2022,,,,,
21013,anx_score,,,1-34,1-2022,,,,,
21013,anx_score,,,1-35,1-2022,,,,,
21013,anx_score,,,1-36,1-2022,,,,,
21013,anx_score,,,1-37,1-2022,,,,,
21013,anx_score,,,1-38,1-2022,,,,,
21013,anx_score,,,1-39,1-2022,,,,,
21013,anx_score,,,1-40,1-2022,,,,,
21013,anx_score,,,1-41,1-2022,,,,,
21013,anx_score,,,1-42,1-2022,,,,,
21013,anx_score,,,1-43,1-2022,,,,,
21013,anx_score,,,1-44,1-2022,,,,,
21013,anx_score,,,1-45,1-2022,,,,,
21013,anx_score,,,1-46,1-2022,,,,,
21013,anx_score,,,1-47,1-2022,,,,,
21013,anx_score,,,1-48,1-2022,,,,,
21013,anx_score,,,1-49,1-2022,,,,,
21013,anx_score,,,1-52,1-2021,,,,,
21015,anx_score,2.895691556565097,1.0,1-01,1-2022,,,,,
21015,anx_score,2.874363045520405,1.0,1-02,1-2022,,,,,
21015,anx_score,2.861607206916534,1.0,1-03,1-2022,,,,,
21015,anx_score,2.8791418422063786,1.0,1-04,1-2022,,,,,
21015,anx_score,2.8055353105989744,1.0,1-05,1-2022,,,,,
21015,anx_score,2.8152526458955536,1.0,1-06,1-2022,,,,,
21015,anx_score,2.8727154934819796,1.0,1-07,1-2022,,,,,
21015,anx_score,2.869203677266027,1.0,1-08,1-2022,,,,,
21015,anx_score,2.823596126991722,1.0,1-09,1-2022,,,,,
21015,anx_score,2.8332790590632557,1.0,1-10,1-2022,,,,,
21015,anx_score,2.83837522961096,1.0,1-11,1-2022,,,,,
21015,anx_score,2.8674435161529876,1.0,1-12,1-2022,,,,,
21015,anx_score,2.880983865547279,1.0,1-13,1-2022,,,,,
21015,anx_score,2.79314736953572,1.0,1-14,1-2022,,,,,
21015,anx_score,,,1-15,1-2022,,,,,
21015,anx_score,,,1-16,1-2022,,,,,
21015,anx_score,,,1-17,1-2022,,,,,
21015,anx_score,2.9238222119391755,1.0,1-18,1-2022,,,,,
21015,anx_score,,,1-19,1-2022,,,,,
21015,anx_score,,,1-20,1-2022,,,,,
21015,anx_score,,,1-21,1-2022,,,,,
21015,anx_score,,,1-22,1-2022,,,,,
21015,anx_score,,,1-23,1-2022,,,,,
21015,anx_score,,,1-24,1-2022,,,,,
21015,anx_score,,,1-25,1-2022,,,,,
21015,anx_score,,,1-26,1-2022,,,,,
21015,anx_score,,,1-27,1-2022,,,,,
21015,anx_score,,,1-28,1-2022,,,,,
21015,anx_score,,,1-29,1-2022,,,,,
21015,anx_score,,,1-30,1-2022,,,,,
21015,anx_score,,,1-31,1-2022,,,,,
21015,anx_score,,,1-32,1-2022,,,,,
21015,anx_score,,,1-33,1-2022,,,,,
21015,anx_score,,,1-34,1-2022,,,,,
21015,anx_score,,,1-35,1-2022,,,,,
21015,anx_score,,,1-36,1-2022,,,,,
21015,anx_score,,,1-37,1-2022,,,,,
21015,anx_score,,,1-38,1-2022,,,,,
21015,anx_score,,,1-39,1-2022,,,,,
21015,anx_score,,,1-40,1-2022,,,,,
21015,anx_score,,,1-41,1-2022,,,,,
21015,anx_score,,,1-42,1-2022,,,,,
21015,anx_score,,,1-43,1-2022,,,,,
21015,anx_score,,,1-44,1-2022,,,,,
21015,anx_score,,,1-45,1-2022,,,,,
21015,anx_score,,,1-46,1-2022,,,,,
21015,anx_score,,,1-47,1-2022,,,,,
21015,anx_score,,,1-48,1-2022,,,,,
21015,anx_score,,,1-49,1-2022,,,,,
21015,anx_score,,,1-52,1-2021,,,,,
21017,anx_score,,,1-01,1-2022,,,,,
21017,anx_score,,,1-02,1-2022,,,,,
21017,anx_score,,,1-03,1-2022,,,,,
21017,anx_score,,,1-04,1-2022,,,,,
21017,anx_score,,,1-05,1-2022,,,,,
21017,anx_score,,,1-06,1-2022,,,,,
21017,anx_score,,,1-07,1-2022,,,,,
21017,anx_score,,,1-08,1-2022,,,,,
21017,anx_score,,,1-09,1-2022,,,,,
21017,anx_score,,,1-10,1-2022,,,,,
21017,anx_score,,,1-11,1-2022,,,,,
21017,anx_score,,,1-12,1-2022,,,,,
21017,anx_score,,,1-13,1-2022,,,,,
21017,anx_score,,,1-14,1-2022,,,,,
21017,anx_score,,,1-15,1-2022,,,,,
21017,anx_score,,,1-16,1-2022,,,,,
21017,anx_score,,,1-17,1-2022,,,,,
21017,anx_score,,,1-18,1-2022,,,,,
21017,anx_score,,,1-19,1-2022,,,,,
21017,anx_score,,,1-20,1-2022,,,,,
21017,anx_score,,,1-21,1-2022,,,,,
21017,anx_score,,,1-22,1-2022,,,,,
21017,anx_score,,,1-23,1-2022,,,,,
21017,anx_score,,,1-24,1-2022,,,,,
21017,anx_score,,,1-25,1-2022,,,,,
21017,anx_score,,,1-26,1-2022,,,,,
21017,anx_score,,,1-27,1-2022,,,,,
21017,anx_score,,,1-28,1-2022,,,,,
21017,anx_score,,,1-29,1-2022,,,,,
21017,anx_score,,,1-30,1-2022,,,,,
21017,anx_score,,,1-31,1-2022,,,,,
21017,anx_score,,,1-32,1-2022,,,,,
21017,anx_score,,,1-33,1-2022,,,,,
21017,anx_score,,,1-34,1-2022,,,,,
21017,anx_score,,,1-35,1-2022,,,,,
21017,anx_score,,,1-36,1-2022,,,,,
21017,anx_score,,,1-37,1-2022,,,,,
21017,anx_score,,,1-38,1-2022,,,,,
21017,anx_score,,,1-39,1-2022,,,,,
21017,anx_score,,,1-40,1-2022,,,,,
21017,anx_score,,,1-41,1-2022,,,,,
21017,anx_score,,,1-42,1-2022,,,,,
21017,anx_score,,,1-43,1-2022,,,,,
21017,anx_score,,,1-44,1-2022,,,,,
21017,anx_score,,,1-45,1-2022,,,,,
21017,anx_score,,,1-46,1-2022,,,,,
21017,anx_score,,,1-47,1-2022,,,,,
21017,anx_score,,,1-48,1-2022,,,,,
21017,anx_score,,,1-52,1-2021,,,,,
21019,anx_score,,,1-01,1-2022,,,,,
21019,anx_score,,,1-02,1-2022,,,,,
21019,anx_score,,,1-03,1-2022,,,,,
21019,anx_score,,,1-04,1-2022,,,,,
21019,anx_score,,,1-05,1-2022,,,,,
21019,anx_score,,,1-06,1-2022,,,,,
21019,anx_score,,,1-07,1-2022,,,,,
21019,anx_score,,,1-08,1-2022,,,,,
21019,anx_score,,,1-09,1-2022,,,,,
21019,anx_score,,,1-10,1-2022,,,,,
21019,anx_score,,,1-11,1-2022,,,,,
21019,anx_score,,,1-12,1-2022,,,,,
21019,anx_score,,,1-13,1-2022,,,,,
21019,anx_score,,,1-14,1-2022,,,,,
21019,anx_score,,,1-15,1-2022,,,,,
21019,anx_score,,,1-16,1-2022,,,,,
21019,anx_score,,,1-17,1-2022,,,,,
21019,anx_score,,,1-18,1-2022,,,,,
21019,anx_score,,,1-19,1-2022,,,,,
21019,anx_score,,,1-20,1-2022,,,,,
21019,anx_score,,,1-21,1-2022,,,,,
21019,anx_score,,,1-22,1-2022,,,,,
21019,anx_score,,,1-23,1-2022,,,,,
21019,anx_score,,,1-24,1-2022,,,,,
21019,anx_score,,,1-25,1-2022,,,,,
21019,anx_score,,,1-26,1-2022,,,,,
21019,anx_score,,,1-27,1-2022,,,,,
21019,anx_score,,,1-28,1-2022,,,,,
21019,anx_score,,,1-29,1-2022,,,,,
21019,anx_score,,,1-30,1-2022,,,,,
21019,anx_score,,,1-31,1-2022,,,,,
21019,anx_score,,,1-32,1-2022,,,,,
21019,anx_score,,,1-33,1-2022,,,,,
21019,anx_score,,,1-34,1-2022,,,,,
21019,anx_score,,,1-35,1-2022,,,,,
21019,anx_score,,,1-36,1-2022,,,,,
21019,anx_score,,,1-37,1-2022,,,,,
21019,anx_score,,,1-38,1-2022,,,,,
21019,anx_score,,,1-39,1-2022,,,,,
21019,anx_score,,,1-40,1-2022,,,,,
21019,anx_score,,,1-41,1-2022,,,,,
21019,anx_score,,,1-42,1-2022,,,,,
21019,anx_score,,,1-43,1-2022,,,,,
21019,anx_score,,,1-44,1-2022,,,,,
21019,anx_score,,,1-45,1-2022,,,,,
21019,anx_score,,,1-46,1-2022,,,,,
21019,anx_score,,,1-47,1-2022,,,,,
21019,anx_score,,,1-48,1-2022,,,,,
21019,anx_score,,,1-49,1-2022,,,,,
21019,anx_score,,,1-52,1-2021,,,,,
21021,anx_score,,,1-01,1-2022,,,,,
21021,anx_score,,,1-02,1-2022,,,,,
21021,anx_score,,,1-03,1-2022,,,,,
21021,anx_score,,,1-04,1-2022,,,,,
21021,anx_score,,,1-05,1-2022,,,,,
21021,anx_score,,,1-06,1-2022,,,,,
21021,anx_score,,,1-07,1-2022,,,,,
21021,anx_score,,,1-08,1-2022,,,,,
21021,anx_score,,,1-09,1-2022,,,,,
21021,anx_score,,,1-10,1-2022,,,,,
21021,anx_score,2.6597517774691655,1.0,1-11,1-2022,,,,,
21021,anx_score,2.633914968534898,1.0,1-12,1-2022,,,,,
21021,anx_score,,,1-13,1-2022,,,,,
21021,anx_score,,,1-14,1-2022,,,,,
21021,anx_score,,,1-15,1-2022,,,,,
21021,anx_score,,,1-16,1-2022,,,,,
21021,anx_score,,,1-17,1-2022,,,,,
21021,anx_score,,,1-18,1-2022,,,,,
21021,anx_score,,,1-19,1-2022,,,,,
21021,anx_score,,,1-20,1-2022,,,,,
21021,anx_score,,,1-21,1-2022,,,,,
21021,anx_score,,,1-22,1-2022,,,,,
21021,anx_score,,,1-23,1-2022,,,,,
21021,anx_score,,,1-24,1-2022,,,,,
21021,anx_score,,,1-25,1-2022,,,,,
21021,anx_score,,,1-26,1-2022,,,,,
21021,anx_score,,,1-27,1-2022,,,,,
21021,anx_score,,,1-28,1-2022,,,,,
21021,anx_score,,,1-29,1-2022,,,,,
21021,anx_score,,,1-30,1-2022,,,,,
21021,anx_score,,,1-31,1-2022,,,,,
21021,anx_score,,,1-32,1-2022,,,,,
21021,anx_score,,,1-33,1-2022,,,,,
21021,anx_score,,,1-34,1-2022,,,,,
21021,anx_score,,,1-35,1-2022,,,,,
21021,anx_score,,,1-36,1-2022,,,,,
21021,anx_score,,,1-37,1-2022,,,,,
21021,anx_score,,,1-38,1-2022,,,,,
21021,anx_score,,,1-39,1-2022,,,,,
21021,anx_score,,,1-40,1-2022,,,,,
21021,anx_score,,,1-41,1-2022,,,,,
21021,anx_score,,,1-42,1-2022,,,,,
21021,anx_score,,,1-43,1-2022,,,,,
21021,anx_score,,,1-44,1-2022,,,,,
21021,anx_score,,,1-45,1-2022,,,,,
21021,anx_score,2.602782772633207,1.0,1-46,1-2022,,,,,
21021,anx_score,2.6556508891541024,1.0,1-47,1-2022,,,,,
21021,anx_score,2.6066049554813744,1.0,1-48,1-2022,,,,,
21021,anx_score,,,1-49,1-2022,,,,,
21021,anx_score,,,1-52,1-2021,,,,,
21023,anx_score,,,1-01,1-2022,,,,,
21023,anx_score,,,1-02,1-2022,,,,,
21023,anx_score,,,1-03,1-2022,,,,,
21023,anx_score,,,1-04,1-2022,,,,,
21023,anx_score,,,1-05,1-2022,,,,,
21023,anx_score,,,1-06,1-2022,,,,,
21023,anx_score,,,1-07,1-2022,,,,,
21023,anx_score,,,1-08,1-2022,,,,,
21023,anx_score,,,1-09,1-2022,,,,,
21023,anx_score,,,1-10,1-2022,,,,,
21023,anx_score,,,1-11,1-2022,,,,,
21023,anx_score,,,1-12,1-2022,,,,,
21023,anx_score,,,1-13,1-2022,,,,,
21023,anx_score,,,1-14,1-2022,,,,,
21023,anx_score,,,1-15,1-2022,,,,,
21023,anx_score,,,1-16,1-2022,,,,,
21023,anx_score,,,1-17,1-2022,,,,,
21023,anx_score,,,1-18,1-2022,,,,,
21023,anx_score,,,1-19,1-2022,,,,,
21023,anx_score,,,1-20,1-2022,,,,,
21023,anx_score,,,1-21,1-2022,,,,,
21023,anx_score,,,1-22,1-2022,,,,,
21023,anx_score,,,1-23,1-2022,,,,,
21023,anx_score,,,1-24,1-2022,,,,,
21023,anx_score,,,1-25,1-2022,,,,,
21023,anx_score,,,1-26,1-2022,,,,,
21023,anx_score,,,1-27,1-2022,,,,,
21023,anx_score,,,1-28,1-2022,,,,,
21023,anx_score,,,1-29,1-2022,,,,,
21023,anx_score,,,1-30,1-2022,,,,,
21023,anx_score,,,1-31,1-2022,,,,,
21023,anx_score,,,1-32,1-2022,,,,,
21023,anx_score,,,1-33,1-2022,,,,,
21023,anx_score,,,1-34,1-2022,,,,,
21023,anx_score,,,1-35,1-2022,,,,,
21023,anx_score,,,1-36,1-2022,,,,,
21023,anx_score,,,1-37,1-2022,,,,,
21023,anx_score,,,1-38,1-2022,,,,,
21023,anx_score,,,1-39,1-2022,,,,,
21023,anx_score,,,1-40,1-2022,,,,,
21023,anx_score,,,1-41,1-2022,,,,,
21023,anx_score,,,1-42,1-2022,,,,,
21023,anx_score,,,1-43,1-2022,,,,,
21023,anx_score,,,1-44,1-2022,,,,,
21023,anx_score,,,1-45,1-2022,,,,,
21023,anx_score,,,1-46,1-2022,,,,,
21023,anx_score,,,1-47,1-2022,,,,,
21023,anx_score,,,1-48,1-2022,,,,,
21023,anx_score,,,1-52,1-2021,,,,,
21027,anx_score,,,1-01,1-2022,,,,,
21027,anx_score,,,1-02,1-2022,,,,,
21027,anx_score,,,1-03,1-2022,,,,,
21027,anx_score,,,1-04,1-2022,,,,,
21027,anx_score,,,1-05,1-2022,,,,,
21027,anx_score,,,1-06,1-2022,,,,,
21027,anx_score,,,1-07,1-2022,,,,,
21027,anx_score,,,1-08,1-2022,,,,,
21027,anx_score,,,1-09,1-2022,,,,,
21027,anx_score,,,1-10,1-2022,,,,,
21027,anx_score,,,1-11,1-2022,,,,,
21027,anx_score,,,1-12,1-2022,,,,,
21027,anx_score,,,1-13,1-2022,,,,,
21027,anx_score,,,1-14,1-2022,,,,,
21027,anx_score,,,1-15,1-2022,,,,,
21027,anx_score,,,1-16,1-2022,,,,,
21027,anx_score,,,1-17,1-2022,,,,,
21027,anx_score,,,1-18,1-2022,,,,,
21027,anx_score,,,1-19,1-2022,,,,,
21027,anx_score,,,1-20,1-2022,,,,,
21027,anx_score,,,1-21,1-2022,,,,,
21027,anx_score,,,1-22,1-2022,,,,,
21027,anx_score,,,1-23,1-2022,,,,,
21027,anx_score,,,1-24,1-2022,,,,,
21027,anx_score,,,1-25,1-2022,,,,,
21027,anx_score,,,1-26,1-2022,,,,,
21027,anx_score,,,1-27,1-2022,,,,,
21027,anx_score,,,1-28,1-2022,,,,,
21027,anx_score,,,1-29,1-2022,,,,,
21027,anx_score,,,1-31,1-2022,,,,,
21027,anx_score,,,1-32,1-2022,,,,,
21027,anx_score,,,1-33,1-2022,,,,,
21027,anx_score,,,1-34,1-2022,,,,,
21027,anx_score,,,1-35,1-2022,,,,,
21027,anx_score,,,1-36,1-2022,,,,,
