reporterid,measureid,numerator,denominator,iso_week,iso_year,month,quarter,year,issuppressed,notes
21015,anx_score,2.8443043588076606,1,1-03,1-2020,,,,,
21015,anx_score,2.6874021421779286,1,1-04,1-2020,,,,,
21015,anx_score,2.7317775959989667,1,1-05,1-2020,,,,,
21015,anx_score,2.730458729946775,1,1-06,1-2020,,,,,
21015,anx_score,2.662450741343903,1,1-07,1-2020,,,,,
21015,anx_score,2.771014572325207,1,1-08,1-2020,,,,,
21015,anx_score,2.6764579888965403,1,1-09,1-2020,,,,,
21015,anx_score,2.5542648169729443,1,1-10,1-2020,,,,,
21015,anx_score,2.874058704692894,1,1-11,1-2020,,,,,
21015,anx_score,2.70303354790206,1,1-12,1-2020,,,,,
21015,anx_score,2.69457812556377,1,1-13,1-2020,,,,,
21015,anx_score,2.787406839379168,1,1-14,1-2020,,,,,
21015,anx_score,2.7216921291384413,1,1-15,1-2020,,,,,
21015,anx_score,2.653322776598213,1,1-16,1-2020,,,,,
21015,anx_score,2.788840289558496,1,1-17,1-2020,,,,,
21015,anx_score,2.8169694736599924,1,1-18,1-2020,,,,,
21015,anx_score,2.806164845966157,1,1-19,1-2020,,,,,
21015,anx_score,2.5195387558503586,1,1-20,1-2020,,,,,
21015,anx_score,2.72817541810931,1,1-21,1-2020,,,,,
21015,anx_score,2.783877671051484,1,1-22,1-2020,,,,,
21015,anx_score,2.737901538911492,1,1-23,1-2020,,,,,
21015,anx_score,2.5715524830769017,1,1-24,1-2020,,,,,
21015,anx_score,2.6935444162786006,1,1-25,1-2020,,,,,
21015,anx_score,2.7958662563562395,1,1-26,1-2020,,,,,
21015,anx_score,2.857840317940595,1,1-27,1-2020,,,,,
21015,anx_score,2.7427473959547504,1,1-28,1-2020,,,,,
21015,anx_score,2.707768340718072,1,1-29,1-2020,,,,,
21015,anx_score,2.8222393733367586,1,1-30,1-2020,,,,,
21015,anx_score,2.6343032295973794,1,1-31,1-2020,,,,,
21015,anx_score,2.541178512517537,1,1-32,1-2020,,,,,
21015,anx_score,2.854842062582049,1,1-33,1-2020,,,,,
21015,anx_score,2.6703021116671355,1,1-34,1-2020,,,,,
21015,anx_score,2.755825625016139,1,1-35,1-2020,,,,,
21015,anx_score,2.574123443805036,1,1-36,1-2020,,,,,
21015,anx_score,2.647417030519816,1,1-37,1-2020,,,,,
21015,anx_score,2.666658389100537,1,1-38,1-2020,,,,,
21015,anx_score,2.8710405412090925,1,1-39,1-2020,,,,,
21015,anx_score,2.7642742922747576,1,1-40,1-2020,,,,,
21015,anx_score,2.758170787403344,1,1-41,1-2020,,,,,
21015,anx_score,2.554820209894425,1,1-42,1-2020,,,,,
21015,anx_score,2.7235579251866286,1,1-43,1-2020,,,,,
21015,anx_score,2.657408396181853,1,1-44,1-2020,,,,,
21015,anx_score,2.667109884453141,1,1-45,1-2020,,,,,
21015,anx_score,2.8565922394776955,1,1-46,1-2020,,,,,
21015,anx_score,2.835407656034542,1,1-47,1-2020,,,,,
21015,anx_score,2.70113346401764,1,1-48,1-2020,,,,,
21015,anx_score,2.648003128839836,1,1-49,1-2020,,,,,
21015,anx_score,2.738875155179006,1,1-50,1-2020,,,,,
21015,anx_score,2.67619137181976,1,1-51,1-2020,,,,,
21015,anx_score,2.6512725459080992,1,1-52,1-2020,,,,,
21015,anx_score,2.877897078149459,1,1-53,1-2020,,,,,
21017,anx_score,2.038042147954305,1,1-01,1-2020,,,,,
21017,anx_score,2.1112627387046814,1,1-02,1-2020,,,,,
21017,anx_score,2.8714007139205933,1,1-03,1-2020,,,,,
21017,anx_score,2.849002202351888,1,1-04,1-2020,,,,,
21017,anx_score,2.852014899253845,1,1-05,1-2020,,,,,
21017,anx_score,3.2352970441182456,1,1-06,1-2020,,,,,
21017,anx_score,3.1697702407836914,1,1-07,1-2020,,,,,
21017,anx_score,3.538154482841492,1,1-08,1-2020,,,,,
21017,anx_score,3.515819787979126,1,1-09,1-2020,,,,,
21017,anx_score,2.1110058426856995,1,1-10,1-2020,,,,,
21017,anx_score,2.544052004814148,1,1-11,1-2020,,,,,
21017,anx_score,2.9098944067955017,1,1-12,1-2020,,,,,
21017,anx_score,2.9527809222539267,1,1-13,1-2020,,,,,
21017,anx_score,2.6223859190940857,1,1-14,1-2020,,,,,
21017,anx_score,2.0893335938453674,1,1-15,1-2020,,,,,
21017,anx_score,1.0446418523788452,1,1-16,1-2020,,,,,
21017,anx_score,1.5394051671028135,1,1-17,1-2020,,,,,
21017,anx_score,3.016343116760254,1,1-18,1-2020,,,,,
21017,anx_score,2.933842480182648,1,1-19,1-2020,,,,,
21017,anx_score,2.376589775085449,1,1-20,1-2020,,,,,
21017,anx_score,2.341224233309428,1,1-21,1-2020,,,,,
21017,anx_score,2.994579792022705,1,1-22,1-2020,,,,,
21017,anx_score,3.7326748371124254,1,1-23,1-2020,,,,,
21017,anx_score,3.0852251052856445,1,1-24,1-2020,,,,,
21017,anx_score,3.2534167766571045,1,1-25,1-2020,,,,,
21017,anx_score,2.825751781463623,1,1-26,1-2020,,,,,
21017,anx_score,4.13301694393158,1,1-27,1-2020,,,,,
21017,anx_score,2.1873743732770285,1,1-28,1-2020,,,,,
21017,anx_score,1.4596365690231323,1,1-29,1-2020,,,,,
21017,anx_score,3.138429641723633,1,1-30,1-2020,,,,,
21017,anx_score,2.163738965988159,1,1-31,1-2020,,,,,
21017,anx_score,2.0315728187561035,1,1-32,1-2020,,,,,
21017,anx_score,3.9576051235198975,1,1-33,1-2020,,,,,
21017,anx_score,3.4200644493103027,1,1-34,1-2020,,,,,
21017,anx_score,3.818757057189941,1,1-35,1-2020,,,,,
21017,anx_score,4.409378528594971,1,1-36,1-2020,,,,,
21017,anx_score,5.0,1,1-37,1-2020,,,,,
21017,anx_score,4.32746958732605,1,1-38,1-2020,,,,,
21017,anx_score,5.0,1,1-39,1-2020,,,,,
21017,anx_score,4.189139008522034,1,1-40,1-2020,,,,,
21017,anx_score,2.8178434520959854,1,1-41,1-2020,,,,,
21017,anx_score,4.272536754608154,1,1-42,1-2020,,,,,
21017,anx_score,0.0,1,1-43,1-2020,,,,,
21017,anx_score,3.940660238265991,1,1-44,1-2020,,,,,
21017,anx_score,5.0,1,1-45,1-2020,,,,,
21017,anx_score,2.258147716522217,1,1-46,1-2020,,,,,
21017,anx_score,3.654765764872233,1,1-47,1-2020,,,,,
21017,anx_score,3.871741533279419,1,1-48,1-2020,,,,,
21017,anx_score,1.872648358345032,1,1-49,1-2020,,,,,
21017,anx_score,3.592407464981079,1,1-50,1-2020,,,,,
21017,anx_score,2.241516888141632,1,1-51,1-2020,,,,,
21017,anx_score,4.10975968837738,1,1-52,1-2020,,,,,
21017,anx_score,3.881476640701294,1,1-53,1-2020,,,,,
21019,anx_score,2.8125813603401184,1,1-01,1-2020,,,,,
21019,anx_score,2.9080481342971325,1,1-02,1-2020,,,,,
21019,anx_score,2.7256690984548526,1,1-03,1-2020,,,,,
21019,anx_score,2.734976963941441,1,1-04,1-2020,,,,,
21019,anx_score,2.8912770748138428,1,1-05,1-2020,,,,,
21019,anx_score,2.5450090312439464,1,1-06,1-2020,,,,,
21019,anx_score,2.6014546693825142,1,1-07,1-2020,,,,,
21019,anx_score,2.6906341241627203,1,1-08,1-2020,,,,,
21019,anx_score,2.740088248864198,1,1-09,1-2020,,,,,
21019,anx_score,2.786122644201238,1,1-10,1-2020,,,,,
21019,anx_score,2.9719328740809825,1,1-11,1-2020,,,,,
21019,anx_score,2.557635925536932,1,1-12,1-2020,,,,,
21019,anx_score,2.867858910560608,1,1-13,1-2020,,,,,
21019,anx_score,2.960132416258467,1,1-14,1-2020,,,,,
21019,anx_score,2.599931320318809,1,1-15,1-2020,,,,,
21019,anx_score,2.954215592571668,1,1-16,1-2020,,,,,
21019,anx_score,2.6714815559486547,1,1-17,1-2020,,,,,
21019,anx_score,2.871155477487124,1,1-18,1-2020,,,,,
21019,anx_score,2.8212031977517262,1,1-19,1-2020,,,,,
21019,anx_score,2.79480689899488,1,1-20,1-2020,,,,,
21019,anx_score,2.5149600878357887,1,1-21,1-2020,,,,,
21019,anx_score,2.9153012924078032,1,1-22,1-2020,,,,,
21019,anx_score,2.6673429308628496,1,1-23,1-2020,,,,,
21019,anx_score,2.890466387207444,1,1-24,1-2020,,,,,
21019,anx_score,2.732089810901218,1,1-25,1-2020,,,,,
21019,anx_score,2.609102028289012,1,1-26,1-2020,,,,,
21019,anx_score,2.7904780293122315,1,1-27,1-2020,,,,,
21019,anx_score,2.75756884385378,1,1-28,1-2020,,,,,
21019,anx_score,2.7285456934640573,1,1-29,1-2020,,,,,
21019,anx_score,2.876969500285824,1,1-30,1-2020,,,,,
21019,anx_score,2.8390109022458394,1,1-31,1-2020,,,,,
21019,anx_score,2.6497675936136926,1,1-32,1-2020,,,,,
21019,anx_score,2.783732607960701,1,1-33,1-2020,,,,,
21019,anx_score,2.7613556696308983,1,1-34,1-2020,,,,,
21019,anx_score,2.653320886194706,1,1-35,1-2020,,,,,
21019,anx_score,2.798252923544063,1,1-36,1-2020,,,,,
21019,anx_score,2.7176921832852248,1,1-37,1-2020,,,,,
21019,anx_score,2.811749057714329,1,1-38,1-2020,,,,,
21019,anx_score,2.8846002000829447,1,1-39,1-2020,,,,,
21019,anx_score,2.792593584112499,1,1-40,1-2020,,,,,
21019,anx_score,2.5996132337666573,1,1-41,1-2020,,,,,
21019,anx_score,2.8132041423785976,1,1-42,1-2020,,,,,
21019,anx_score,2.684287649889787,1,1-43,1-2020,,,,,
21019,anx_score,2.7121571894293943,1,1-44,1-2020,,,,,
21019,anx_score,2.6897823655356965,1,1-45,1-2020,,,,,
21019,anx_score,2.8202422730466155,1,1-46,1-2020,,,,,
21019,anx_score,2.836297631263733,1,1-47,1-2020,,,,,
21019,anx_score,3.031619782033174,1,1-48,1-2020,,,,,
21019,anx_score,2.881985280964825,1,1-49,1-2020,,,,,
21019,anx_score,2.6300003210703533,1,1-50,1-2020,,,,,
21019,anx_score,2.9593509119384143,1,1-51,1-2020,,,,,
21019,anx_score,2.7567354129119352,1,1-52,1-2020,,,,,
21019,anx_score,2.987446775359492,1,1-53,1-2020,,,,,
21021,anx_score,2.642719984054565,1,1-01,1-2020,,,,,
21021,anx_score,2.5435422383821926,1,1-02,1-2020,,,,,
21021,anx_score,2.878425427845546,1,1-03,1-2020,,,,,
21021,anx_score,2.413970575854182,1,1-04,1-2020,,,,,
21021,anx_score,2.7978019622656016,1,1-05,1-2020,,,,,
21021,anx_score,2.652909016609192,1,1-06,1-2020,,,,,
21021,anx_score,2.770363926887512,1,1-07,1-2020,,,,,
21021,anx_score,2.530460165097163,1,1-08,1-2020,,,,,
21021,anx_score,2.632748348372324,1,1-09,1-2020,,,,,
21021,anx_score,2.667667713430193,1,1-10,1-2020,,,,,
21021,anx_score,2.749121525457927,1,1-11,1-2020,,,,,
21021,anx_score,2.3535122513771056,1,1-12,1-2020,,,,,
21021,anx_score,2.742310866713524,1,1-13,1-2020,,,,,
21021,anx_score,2.9058657421006098,1,1-14,1-2020,,,,,
21021,anx_score,3.553120766367232,1,1-15,1-2020,,,,,
21021,anx_score,2.715313012783344,1,1-16,1-2020,,,,,
21021,anx_score,2.7686455530278824,1,1-17,1-2020,,,,,
21021,anx_score,3.2040830510003224,1,1-18,1-2020,,,,,
21021,anx_score,2.58539700905482,1,1-19,1-2020,,,,,
21021,anx_score,3.0601833979288737,1,1-20,1-2020,,,,,
21021,anx_score,2.6899830631234427,1,1-21,1-2020,,,,,
21021,anx_score,2.4147173265616098,1,1-22,1-2020,,,,,
21021,anx_score,2.496189410869892,1,1-23,1-2020,,,,,
21021,anx_score,2.895098388195038,1,1-24,1-2020,,,,,
21021,anx_score,2.57542644739151,1,1-25,1-2020,,,,,
21021,anx_score,2.556019604206085,1,1-26,1-2020,,,,,
21021,anx_score,3.0724818064616275,1,1-27,1-2020,,,,,
21021,anx_score,2.885277247428894,1,1-28,1-2020,,,,,
21021,anx_score,3.158158449026254,1,1-29,1-2020,,,,,
21021,anx_score,2.631513162092729,1,1-30,1-2020,,,,,
21021,anx_score,2.43591970205307,1,1-31,1-2020,,,,,
21021,anx_score,2.3838995032840304,1,1-32,1-2020,,,,,
21021,anx_score,2.7730305745051456,1,1-33,1-2020,,,,,
21021,anx_score,2.4528447071711224,1,1-34,1-2020,,,,,
21021,anx_score,2.7267170548439026,1,1-35,1-2020,,,,,
21021,anx_score,2.688084246590733,1,1-36,1-2020,,,,,
21021,anx_score,2.9575136502583823,1,1-37,1-2020,,,,,
21021,anx_score,2.772107151838449,1,1-38,1-2020,,,,,
21021,anx_score,2.705091102917989,1,1-39,1-2020,,,,,
21021,anx_score,2.700965229670207,1,1-40,1-2020,,,,,
21021,anx_score,2.706875746066754,1,1-41,1-2020,,,,,
21021,anx_score,2.753032998605208,1,1-42,1-2020,,,,,
21021,anx_score,2.681302711367607,1,1-43,1-2020,,,,,
21021,anx_score,2.301555198218141,1,1-44,1-2020,,,,,
21021,anx_score,2.2399150175707683,1,1-45,1-2020,,,,,
21021,anx_score,2.8752487659454347,1,1-46,1-2020,,,,,
21021,anx_score,2.616127610206604,1,1-47,1-2020,,,,,
21021,anx_score,2.266481912136078,1,1-48,1-2020,,,,,
21021,anx_score,2.7218113371304105,1,1-49,1-2020,,,,,
21021,anx_score,2.1076032320658364,1,1-50,1-2020,,,,,
21021,anx_score,2.444858404306265,1,1-51,1-2020,,,,,
21021,anx_score,2.586366279558702,1,1-52,1-2020,,,,,
21021,anx_score,2.625547671318054,1,1-53,1-2020,,,,,
21029,anx_score,3.0281778779523125,1,1-01,1-2020,,,,,
21029,anx_score,2.3716938626021147,1,1-02,1-2020,,,,,
21029,anx_score,2.861373231217668,1,1-03,1-2020,,,,,
21029,anx_score,2.741379327244229,1,1-04,1-2020,,,,,
21029,anx_score,2.7020719710149264,1,1-05,1-2020,,,,,
21029,anx_score,2.4377196771757945,1,1-06,1-2020,,,,,
21029,anx_score,2.688312910851978,1,1-07,1-2020,,,,,
21029,anx_score,2.6921864934265614,1,1-08,1-2020,,,,,
21029,anx_score,2.6537641375451475,1,1-09,1-2020,,,,,
21029,anx_score,2.479455067430224,1,1-10,1-2020,,,,,
21029,anx_score,2.7328140753157,1,1-11,1-2020,,,,,
21029,anx_score,2.7721680800120034,1,1-12,1-2020,,,,,
21029,anx_score,2.6098358829816184,1,1-13,1-2020,,,,,
21029,anx_score,2.727755442261696,1,1-14,1-2020,,,,,
21029,anx_score,2.618312817066908,1,1-15,1-2020,,,,,
21029,anx_score,2.9687965597425188,1,1-16,1-2020,,,,,
21029,anx_score,2.718260794878006,1,1-17,1-2020,,,,,
21029,anx_score,2.6333701411883035,1,1-18,1-2020,,,,,
21029,anx_score,3.0103794804641177,1,1-19,1-2020,,,,,
21029,anx_score,2.6844679433288,1,1-20,1-2020,,,,,
21029,anx_score,2.8000707373474585,1,1-21,1-2020,,,,,
21029,anx_score,2.839581576983134,1,1-22,1-2020,,,,,
21029,anx_score,2.930331563949585,1,1-23,1-2020,,,,,
21029,anx_score,2.740507045074513,1,1-24,1-2020,,,,,
21029,anx_score,2.5043414342097745,1,1-25,1-2020,,,,,
21029,anx_score,2.6497728151934488,1,1-26,1-2020,,,,,
21029,anx_score,2.7234059362798124,1,1-27,1-2020,,,,,
21029,anx_score,2.8332696653701164,1,1-28,1-2020,,,,,
21029,anx_score,2.8506537348032,1,1-29,1-2020,,,,,
21029,anx_score,2.854161138193948,1,1-30,1-2020,,,,,
21029,anx_score,2.678805719722401,1,1-31,1-2020,,,,,
21029,anx_score,2.837648742728763,1,1-32,1-2020,,,,,
21029,anx_score,2.8060618422248145,1,1-33,1-2020,,,,,
21029,anx_score,2.832508859038353,1,1-34,1-2020,,,,,
21029,anx_score,2.883562173162188,1,1-35,1-2020,,,,,
21029,anx_score,2.599101993015834,1,1-36,1-2020,,,,,
21029,anx_score,2.4660639279597514,1,1-37,1-2020,,,,,
21029,anx_score,2.648893473179717,1,1-38,1-2020,,,,,
21029,anx_score,2.5506980958439054,1,1-39,1-2020,,,,,
21029,anx_score,2.56053845229603,1,1-40,1-2020,,,,,
21029,anx_score,2.8123939645533658,1,1-41,1-2020,,,,,
21029,anx_score,2.593813810836185,1,1-42,1-2020,,,,,
21029,anx_score,2.634719965358576,1,1-43,1-2020,,,,,
21029,anx_score,3.003057590126992,1,1-44,1-2020,,,,,
21029,anx_score,2.9000148467528515,1,1-45,1-2020,,,,,
21029,anx_score,2.845936138289316,1,1-46,1-2020,,,,,
21029,anx_score,2.7631072889674795,1,1-47,1-2020,,,,,
21029,anx_score,2.5968666885580336,1,1-48,1-2020,,,,,
21029,anx_score,2.7420993554286466,1,1-49,1-2020,,,,,
21029,anx_score,2.683242118036425,1,1-50,1-2020,,,,,
21029,anx_score,2.623712291036333,1,1-51,1-2020,,,,,
21029,anx_score,2.6504804032189506,1,1-52,1-2020,,,,,
21029,anx_score,2.849784438808759,1,1-53,1-2020,,,,,
21035,anx_score,2.92027805532728,1,1-01,1-2020,,,,,
21035,anx_score,2.8009135463963384,1,1-02,1-2020,,,,,
21035,anx_score,2.508015038875433,1,1-03,1-2020,,,,,
21035,anx_score,2.6535220205783845,1,1-04,1-2020,,,,,
21035,anx_score,2.7082994170486927,1,1-05,1-2020,,,,,
21035,anx_score,2.4638445441629373,1,1-06,1-2020,,,,,
21035,anx_score,2.51824687086806,1,1-07,1-2020,,,,,
21035,anx_score,2.666464239358902,1,1-08,1-2020,,,,,
21035,anx_score,2.565607471472543,1,1-09,1-2020,,,,,
21035,anx_score,2.737307703241389,1,1-10,1-2020,,,,,
21035,anx_score,2.512864879435963,1,1-11,1-2020,,,,,
21035,anx_score,2.8447656225074422,1,1-12,1-2020,,,,,
21035,anx_score,2.7884317686160407,1,1-13,1-2020,,,,,
21035,anx_score,2.5927763191553264,1,1-14,1-2020,,,,,
21035,anx_score,2.77940620481968,1,1-15,1-2020,,,,,
21035,anx_score,2.717083652814229,1,1-16,1-2020,,,,,
21035,anx_score,2.7130450592484583,1,1-17,1-2020,,,,,
21035,anx_score,2.695410261169458,1,1-18,1-2020,,,,,
21035,anx_score,2.9094808654087347,1,1-19,1-2020,,,,,
21035,anx_score,2.741079115619262,1,1-20,1-2020,,,,,
21035,anx_score,2.729119542572233,1,1-21,1-2020,,,,,
21035,anx_score,2.763257738616732,1,1-22,1-2020,,,,,
21035,anx_score,2.705202278122306,1,1-23,1-2020,,,,,
21035,anx_score,2.5725940450241693,1,1-24,1-2020,,,,,
21035,anx_score,2.491694135325296,1,1-25,1-2020,,,,,
21035,anx_score,2.608753761649132,1,1-26,1-2020,,,,,
21035,anx_score,2.9433923989534376,1,1-27,1-2020,,,,,
21035,anx_score,2.8484567943073453,1,1-28,1-2020,,,,,
21035,anx_score,2.6285266060578194,1,1-29,1-2020,,,,,
21035,anx_score,2.902156809398106,1,1-30,1-2020,,,,,
21035,anx_score,2.679550733594668,1,1-31,1-2020,,,,,
21035,anx_score,2.582086640160258,1,1-32,1-2020,,,,,
21035,anx_score,2.7993105398284066,1,1-33,1-2020,,,,,
21035,anx_score,2.756538601631814,1,1-34,1-2020,,,,,
21035,anx_score,3.1819978564977647,1,1-35,1-2020,,,,,
21035,anx_score,2.74463614821434,1,1-36,1-2020,,,,,
21035,anx_score,2.705014208429738,1,1-37,1-2020,,,,,
21035,anx_score,2.749480652312437,1,1-38,1-2020,,,,,
21035,anx_score,2.729232008258501,1,1-39,1-2020,,,,,
21035,anx_score,2.905237937182711,1,1-40,1-2020,,,,,
21035,anx_score,2.668435914175851,1,1-41,1-2020,,,,,
21035,anx_score,2.8055737137794496,1,1-42,1-2020,,,,,
21035,anx_score,2.7496805099340587,1,1-43,1-2020,,,,,
21035,anx_score,2.811358459971168,1,1-44,1-2020,,,,,
21035,anx_score,2.928131047560244,1,1-45,1-2020,,,,,
21035,anx_score,2.6076718529929286,1,1-46,1-2020,,,,,
21035,anx_score,2.8275724921537484,1,1-47,1-2020,,,,,
21035,anx_score,2.4693844325163146,1,1-48,1-2020,,,,,
21035,anx_score,2.827089959924871,1,1-49,1-2020,,,,,
21035,anx_score,2.7295895879333085,1,1-50,1-2020,,,,,
21035,anx_score,2.5245425511490214,1,1-51,1-2020,,,,,
21035,anx_score,2.827700640704181,1,1-52,1-2020,,,,,
21035,anx_score,2.716854512691498,1,1-53,1-2020,,,,,
21037,anx_score,2.648271305267425,1,1-01,1-2020,,,,,
21037,anx_score,2.7283017313343354,1,1-02,1-2020,,,,,
21037,anx_score,2.6219671598755485,1,1-03,1-2020,,,,,
21037,anx_score,2.781801536131728,1,1-04,1-2020,,,,,
21037,anx_score,2.8405890874965216,1,1-05,1-2020,,,,,
21037,anx_score,2.8339238616655456,1,1-06,1-2020,,,,,
21037,anx_score,2.7687497628348807,1,1-07,1-2020,,,,,
21037,anx_score,2.6863096988562383,1,1-08,1-2020,,,,,
21037,anx_score,2.9196613595840777,1,1-09,1-2020,,,,,
21037,anx_score,2.6989657474415645,1,1-10,1-2020,,,,,
21037,anx_score,2.6950681105903955,1,1-11,1-2020,,,,,
21037,anx_score,2.9064711114111743,1,1-12,1-2020,,,,,
21037,anx_score,2.837292271748076,1,1-13,1-2020,,,,,
21037,anx_score,2.836927525267707,1,1-14,1-2020,,,,,
21037,anx_score,2.8206393279235367,1,1-15,1-2020,,,,,
21037,anx_score,2.7662618253745284,1,1-16,1-2020,,,,,
21037,anx_score,2.771418180937867,1,1-17,1-2020,,,,,
21037,anx_score,2.707445699681518,1,1-18,1-2020,,,,,
21037,anx_score,2.781118392259225,1,1-19,1-2020,,,,,
21037,anx_score,2.746848858719648,1,1-20,1-2020,,,,,
21037,anx_score,2.824016620253408,1,1-21,1-2020,,,,,
21037,anx_score,2.8546633816534475,1,1-22,1-2020,,,,,
21037,anx_score,2.746476311742524,1,1-23,1-2020,,,,,
21037,anx_score,2.757504994130653,1,1-24,1-2020,,,,,
21037,anx_score,2.760242934836897,1,1-25,1-2020,,,,,
21037,anx_score,2.92437653702039,1,1-26,1-2020,,,,,
21037,anx_score,2.694011453125212,1,1-27,1-2020,,,,,
21037,anx_score,2.8298857335386605,1,1-28,1-2020,,,,,
21037,anx_score,2.7990889942253028,1,1-29,1-2020,,,,,
21037,anx_score,2.811815300245875,1,1-30,1-2020,,,,,
21037,anx_score,2.704804896243981,1,1-31,1-2020,,,,,
21037,anx_score,2.696245593329271,1,1-32,1-2020,,,,,
21037,anx_score,2.859055225338255,1,1-33,1-2020,,,,,
21037,anx_score,2.6573051649790544,1,1-34,1-2020,,,,,
21037,anx_score,2.780541167133733,1,1-35,1-2020,,,,,
21037,anx_score,2.884212889622168,1,1-36,1-2020,,,,,
21037,anx_score,2.767439993138009,1,1-37,1-2020,,,,,
21037,anx_score,2.7815276432389093,1,1-38,1-2020,,,,,
21037,anx_score,2.829052376490768,1,1-39,1-2020,,,,,
21037,anx_score,2.813689190149307,1,1-40,1-2020,,,,,
21037,anx_score,2.736555818673019,1,1-41,1-2020,,,,,
21037,anx_score,2.523714754688606,1,1-42,1-2020,,,,,
21037,anx_score,2.74657441303134,1,1-43,1-2020,,,,,
21037,anx_score,2.7260035616656144,1,1-44,1-2020,,,,,
21037,anx_score,2.726129952229952,1,1-45,1-2020,,,,,
21037,anx_score,2.7342057977486585,1,1-46,1-2020,,,,,
21037,anx_score,2.923309730383956,1,1-47,1-2020,,,,,
21037,anx_score,2.732299597745531,1,1-48,1-2020,,,,,
21037,anx_score,2.697961884668504,1,1-49,1-2020,,,,,
21037,anx_score,2.4742268227982795,1,1-50,1-2020,,,,,
21037,anx_score,2.756738703449567,1,1-51,1-2020,,,,,
21037,anx_score,2.6234971064588297,1,1-52,1-2020,,,,,
21037,anx_score,2.665639672496102,1,1-53,1-2020,,,,,
21047,anx_score,2.65272923769095,1,1-01,1-2020,,,,,
21047,anx_score,2.723425792022185,1,1-02,1-2020,,,,,
21047,anx_score,2.772915371048909,1,1-03,1-2020,,,,,
21047,anx_score,3.1049567783872285,1,1-04,1-2020,,,,,
21047,anx_score,2.718485320391862,1,1-05,1-2020,,,,,
